Nave,Eta,Doc.Entrega,Pos.Entrega,VOLUM_ENTREGA,UMV,Material,FPE,FPAN,Status Movimiento de Mcía,Descripcion Material
NYK LYRA,2012-12-01,802890930,10,5.158,M3,505176,2012-11-28,2012-11-29,C,TRU LI PK 2440x2135x9/1RA/CO55
NYK LYRA,2012-12-01,802890930,20,31.512,M3,747790,2012-11-28,2012-11-29,C,TRU LI PK 2440x2135x12/1RA/CO42
NYK LYRA,2012-12-01,802890933,20,34.138,M3,747790,2012-11-28,2012-11-29,C,TRU LI PK 2440x2135x12/1RA/CO42
NYK LYRA,2012-12-01,802890933,30,2.657,M3,505173,2012-11-28,2012-11-29,C,TRU LI PK 2440x2135x15/1RA/CO34
NYK LYRA,2012-12-01,802890935,20,37.198,M3,505173,2012-11-28,2012-11-20,C,TRU LI PK 2440x2135x15/1RA/CO34
NYK LYRA,2012-12-01,802890937,10,37.198,M3,505173,2012-11-28,2012-11-22,C,TRU LI PK 2440x2135x15/1RA/CO34
NYK LYRA,2012-12-01,802890939,10,34.138,M3,505174,2012-11-28,2012-11-20,C,TRU LI PK 2440x2135x18/1RA/CO28
NYK LYNX,2013-01-11,802892278,10,2.225,M3,893410,2012-11-20,2013-01-10,A,DUR S 063-HAY 2440x1520x3 1RA/CO200
NYK LYNX,2013-01-11,802892278,20,11.125,M3,796530,2012-11-20,2013-01-10,A,DUR S 054-CER-M 2440x1520x3 1RA/CO200
NYK LYNX,2013-01-11,802892278,30,11.125,M3,748333,2012-11-20,2013-01-10,A,DUR C 135-BCO 2440x1520x3 1RA/CO200
NYK LYNX,2013-01-11,802892278,30,11.125,M3,748333,2012-11-20,2013-01-10,A,DUR C 135-BCO 2440x1520x3 1RA/CO200
NYK LYNX,2013-01-11,802892278,40,2.225,M3,879095,2012-11-20,2013-01-10,A,DUR S 053-COI CH 2440x1520x3/1RA/CO200
MSC BREMEN,2012-12-14,802892644,10,49.181,M3,502178,2012-11-14,2012-12-12,C,Ply BC WBP 2440x1220x18 S2S
CSAV RECIFE,2012-12-03,802892646,10,49.334,M3,502220,2012-11-14,2012-11-29,C,Ply BC WBP 2440x1220x25 S2S
MSC ROMANOS,2013-01-14,802893172,10,6.081,M3,922208,2012-12-04,2013-01-10,A,TRU ST CARB II 2440x1220x3/1RA/CO227
MSC ROMANOS,2013-01-14,802893172,20,13.575,M3,803803,2012-12-04,2013-01-10,A,TRU LI CARB II 2440x1220x12/1RA/CO76
MSC ROMANOS,2013-01-14,802893172,20,13.575,M3,803803,2012-12-04,2013-01-10,A,TRU LI CARB II 2440x1220x12/1RA/CO76
MSC ROMANOS,2013-01-14,802893172,30,13.84,M3,803804,2012-12-04,2013-01-10,A,TRU LI CARB II 2440x1220x15/1RA/CO62
MSC ROMANOS,2013-01-14,802893172,40,2.706,M3,936746,2012-12-04,2013-01-10,A,TRU LI CARB II 2440x1220x9/1RA/CO101
CMA CGM NABUCCO,2013-01-17,802894318,10,38.145,M3,747766,2013-01-16,2013-01-13,A,TRU LI 2440x1524x18/1RA/CO38
MSC ELA,2012-12-21,802894619,10,2.03,M3,505231,2012-11-21,2012-12-20,C,"TRU ST 2440x1220x5,5/1RA/CO124"
MSC ELA,2012-12-21,802894619,20,2.706,M3,505156,2012-11-21,2012-12-20,C,TRU LI 2440x1220x9/1RA/CO101
MSC ELA,2012-12-21,802894619,30,5.43,M3,747704,2012-11-21,2012-12-20,C,TRU LI 2440x1220x12/1RA/CO76
MSC ELA,2012-12-21,802894619,40,8.037,M3,747742,2012-11-21,2012-12-20,C,TRU LI 2440x1220x18/1RA/CO50
MSC ELA,2012-12-21,802894619,60,20.629,M3,986306,2012-11-21,2012-12-20,C,RAN L MNA BCO SOF H2440x1220x18/1RA/CS55
MAERSK KUSHIRO,2012-12-09,802895896,10,36.888,M3,921139,2012-10-28,2012-12-09,C,MDP 2500x1830x24/1/C28
MSC BREMEN,2012-12-14,802895897,10,36.888,M3,921139,2012-10-28,2012-12-11,C,MDP 2500x1830x24/1/C28
CSAV RIO DE JANEIRO,2012-12-07,802895900,10,36.888,M3,921139,2012-10-28,2012-12-06,C,MDP 2500x1830x24/1/C28
NYK LYRA,2012-12-01,802896588,10,2.03,M3,505231,2012-11-22,2012-11-22,C,"TRU ST 2440x1220x5,5/1RA/CO124"
NYK LYRA,2012-12-01,802896588,20,5.412,M3,505156,2012-11-22,2012-11-22,C,TRU LI 2440x1220x9/1RA/CO101
NYK LYRA,2012-12-01,802896588,30,8.145,M3,747704,2012-11-22,2012-11-22,C,TRU LI 2440x1220x12/1RA/CO76
NYK LYRA,2012-12-01,802896588,40,19.068,M3,747732,2012-11-22,2012-11-22,C,TRU LI 2440x1220x15/1RA/CO61
NYK LYRA,2012-12-01,802896588,50,2.679,M3,747742,2012-11-22,2012-11-22,C,TRU LI 2440x1220x18/1RA/CO50
MSC LISA,2012-12-29,802896591,10,15.37,M3,921139,2012-10-28,2012-12-22,C,MDP 2500x1830x24/1/C28
MSC LISA,2012-12-29,802896591,20,19.272,M3,982032,2012-10-28,2012-12-22,C,MDP 2500x1830x9/1/C78
MAERSK KUSHIRO,2012-12-09,802896609,10,24.592,M3,921139,2012-11-10,2012-12-12,C,MDP 2500x1830x24/1/C28
MAERSK KUSHIRO,2012-12-09,802896609,20,9.636,M3,982032,2012-11-10,2012-12-12,C,MDP 2500x1830x9/1/C78
MAERSK KUSHIRO,2012-12-09,802896609,20,9.636,M3,982032,2012-11-10,2012-12-12,C,MDP 2500x1830x9/1/C78
CSAV RECIFE,2012-12-03,802896632,1,17.358,M3,501679,2012-11-22,2012-11-29,C,Ply AC EXT 2440x1220x18 S2S
CSAV RECIFE,2012-12-03,802896632,2,29.799,M3,501715,2012-11-22,2012-11-29,C,"Ply AC UL 2440x1220x6,5 S2S"
CSAV RECIFE,2012-12-03,802896634,1,14.465,M3,501679,2012-11-22,2012-11-29,C,Ply AC EXT 2440x1220x18 S2S
CSAV RECIFE,2012-12-03,802896634,2,34.716,M3,501716,2012-11-22,2012-11-29,C,Ply AC UL 2440x1220x9 S2S
CSAV RECIFE,2012-12-03,802896635,1,5.786,M3,501679,2012-11-22,2012-11-29,C,Ply AC EXT 2440x1220x18 S2S
CSAV RECIFE,2012-12-03,802896635,2,43.395,M3,501686,2012-11-22,2012-11-29,C,Ply AC EXT 2440x1220x18 S2S T&G-USA
MSC LISA,2012-12-29,802896639,1,49.181,M3,501679,2012-11-22,2012-12-27,C,Ply AC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2012-12-08,802896725,1,37.506,M3,803819,2012-11-22,2012-12-06,C,TRU LI CARB II 2440x1220x18/1RA/CO50
HANSA ATLANTIC,2012-12-08,802896728,1,37.506,M3,803819,2012-11-22,2012-12-06,C,TRU LI CARB II 2440x1220x18/1RA/CO50
HANSA ATLANTIC,2012-12-08,802896732,1,37.506,M3,803819,2012-11-22,2012-12-06,C,TRU LI CARB II 2440x1220x18/1RA/CO50
MSC AUSTRIA,2012-12-01,802896738,1,42.798,M3,919627,2012-11-22,2012-11-29,C,TRU UL CARB II 2465x1245x12/1RA/CO83
HANSA ATLANTIC,2012-12-08,802896746,1,13.575,M3,803803,2012-11-22,2012-12-06,C,TRU LI CARB II 2440x1220x12/1RA/CO76
HANSA ATLANTIC,2012-12-08,802896746,1,13.575,M3,803803,2012-11-22,2012-12-06,C,TRU LI CARB II 2440x1220x12/1RA/CO76
HANSA ATLANTIC,2012-12-08,802896746,2,24.111,M3,803819,2012-11-22,2012-12-06,C,TRU LI CARB II 2440x1220x18/1RA/CO50
MSC AUSTRIA,2012-12-01,802896750,1,42.798,M3,919627,2012-11-22,2012-11-22,C,TRU UL CARB II 2465x1245x12/1RA/CO83
MSC PILAR,2012-12-11,802896755,1,45.855,M3,919627,2012-11-21,2012-12-12,C,TRU UL CARB II 2465x1245x12/1RA/CO83
MSC PILAR,2012-12-11,802896770,1,39.915,M3,883139,2012-11-22,2012-12-08,C,TRU UL CARB II 2447x1549x18/1RA/CO39
HANJIN GOTHENBURG,2012-12-03,802896812,10,36.972,M3,977689,2012-11-24,2012-12-04,C,MDP 2440x1830x15/1/C46
HANJIN GOTHENBURG,2012-12-03,802896814,10,36.972,M3,977689,2012-11-24,2012-12-04,C,MDP 2440x1830x15/1/C46
HANJIN GOTHENBURG,2012-12-03,802896815,10,36.972,M3,977689,2012-11-24,2012-12-03,C,MDP 2440x1830x15/1/C46
HANJIN GOTHENBURG,2012-12-03,802896818,10,33.891,M3,977689,2012-11-24,2012-12-04,C,MDP 2440x1830x15/1/C46
HANJIN GOTHENBURG,2012-12-03,802896820,10,36.972,M3,977689,2012-11-24,2012-12-04,C,MDP 2440x1830x15/1/C46
MAERSK KUSHIRO,2012-12-09,802896822,10,36.972,M3,977689,2012-12-01,2012-12-09,C,MDP 2440x1830x15/1/C46
MAERSK KUSHIRO,2012-12-09,802896825,10,36.972,M3,977689,2012-12-01,2012-12-09,C,MDP 2440x1830x15/1/C46
MAERSK KUSHIRO,2012-12-09,802896830,10,36.972,M3,977689,2012-12-01,2012-12-09,C,MDP 2440x1830x15/1/C46
MAERSK KUSHIRO,2012-12-09,802896834,10,36.972,M3,977689,2012-12-01,2012-12-09,C,MDP 2440x1830x15/1/C46
CSAV RECIFE,2012-12-03,802896873,10,37.548,M3,921137,2012-11-18,2012-11-29,C,MDP 2500x1830x18/1/C38
MSC BREMEN,2012-12-14,802896876,10,36.888,M3,921139,2012-11-10,2012-12-11,C,MDP 2500x1830x24/1/C28
MSC CANDICE,2012-12-06,802896892,10,29.208,M3,921131,2012-11-15,2012-12-05,C,MDP 2440x2150x6/1/C116
MSC CANDICE,2012-12-06,802896894,10,34.41,M3,921132,2012-11-15,2012-12-05,C,MDP 2440x2150x8/1/C82
MSC CANDICE,2012-12-06,802896897,10,34.41,M3,921132,2012-11-15,2012-12-05,C,MDP 2440x2150x8/1/C82
MSC CANDICE,2012-12-06,802896900,10,34.41,M3,921132,2012-11-15,2012-12-05,C,MDP 2440x2150x8/1/C82
MSC CANDICE,2012-12-06,802896901,10,34.41,M3,921132,2012-11-15,2012-12-05,C,MDP 2440x2150x8/1/C82
MSC CANDICE,2012-12-06,802896903,10,34.41,M3,921132,2012-11-15,2012-12-05,C,MDP 2440x2150x8/1/C82
MSC CANDICE,2012-12-06,802896905,10,34.41,M3,921132,2012-11-15,2012-12-05,C,MDP 2440x2150x8/1/C82
MSC CANDICE,2012-12-06,802896907,10,34.41,M3,921132,2012-11-15,2012-12-05,C,MDP 2440x2150x8/1/C82
MSC CANDICE,2012-12-06,802896908,10,34.41,M3,921132,2012-11-15,2012-12-05,C,MDP 2440x2150x8/1/C82
MSC CANDICE,2012-12-06,802896916,10,29.208,M3,921131,2012-11-15,2012-12-05,C,MDP 2440x2150x6/1/C116
CSAV RIO DE JANEIRO,2012-12-07,802896927,1,11.432,M3,501662,2012-11-30,2012-12-06,C,Ply AC EXT 2440x1220x12 S2S
CSAV RIO DE JANEIRO,2012-12-07,802896927,2,5.804,M3,501670,2012-11-30,2012-12-06,C,Ply AC EXT 2440x1220x15 S2S
CSAV RIO DE JANEIRO,2012-12-07,802896927,3,2.893,M3,501679,2012-11-30,2012-12-06,C,Ply AC EXT 2440x1220x18 S2S
CSAV RIO DE JANEIRO,2012-12-07,802896927,4,5.418,M3,501715,2012-11-30,2012-12-06,C,"Ply AC UL 2440x1220x6,5 S2S"
CSAV RIO DE JANEIRO,2012-12-07,802896927,5,5.786,M3,501716,2012-11-30,2012-12-06,C,Ply AC UL 2440x1220x9 S2S
CSAV RIO DE JANEIRO,2012-12-07,802896927,6,2.68,M3,501796,2012-11-30,2012-12-06,C,"Ply AnC EXT 2440x1220x9 WG-2"" ch #50"
CSAV RIO DE JANEIRO,2012-12-07,802896927,7,5.804,M3,501689,2012-11-30,2012-12-06,C,Ply AC EXT 2440x1220x25 S2S
MOL PRECISION,2012-12-13,802896933,1,20.251,M3,501679,2012-11-30,2012-12-13,C,Ply AC EXT 2440x1220x18 S2S
MOL PRECISION,2012-12-13,802896933,2,16.254,M3,501715,2012-11-30,2012-12-13,C,"Ply AC UL 2440x1220x6,5 S2S"
MOL PRECISION,2012-12-13,802896933,3,11.572,M3,501716,2012-11-30,2012-12-13,C,Ply AC UL 2440x1220x9 S2S
CMA CGM NABUCCO,2013-01-17,802896937,10,36.51,M3,921134,2012-11-22,2013-01-18,A,MDP 2440x2150x12/1/C58
CMA CGM NABUCCO,2013-01-17,802896937,10,36.51,M3,921134,2012-11-22,2013-01-18,A,MDP 2440x2150x12/1/C58
CMA CGM NABUCCO,2013-01-17,802897001,10,36.51,M3,921134,2012-11-22,2013-01-18,A,MDP 2440x2150x12/1/C58
MSC CANDICE,2012-12-06,802897012,10,29.208,M3,921131,2012-11-15,2012-12-05,C,MDP 2440x2150x6/1/C116
MSC MARIA ELENA,2012-12-14,802897014,10,39.468,M3,921138,2012-11-22,2012-12-12,C,MDP 2440x2150x18/1/C38
MSC MARIA ELENA,2012-12-14,802897015,10,39.468,M3,921138,2012-11-22,2012-12-12,C,MDP 2440x2150x18/1/C38
MSC CANDICE,2012-12-06,802897017,10,32.859,M3,921131,2012-11-15,2012-12-05,C,MDP 2440x2150x6/1/C116
MSC MARIA ELENA,2012-12-14,802897019,10,32.859,M3,921131,2012-11-15,2012-12-12,C,MDP 2440x2150x6/1/C116
MSC MARIA ELENA,2012-12-14,802897020,10,32.859,M3,921131,2012-11-15,2012-12-12,C,MDP 2440x2150x6/1/C116
HANJIN LONG BEACH,2013-01-24,802897023,10,32.859,M3,921131,2012-11-15,2013-01-22,A,MDP 2440x2150x6/1/C116
CMA CGM NABUCCO,2013-01-17,802897024,10,32.859,M3,921131,2012-11-15,2013-01-18,A,MDP 2440x2150x6/1/C116
CMA CGM NABUCCO,2013-01-17,802897024,10,32.859,M3,921131,2012-11-15,2013-01-18,A,MDP 2440x2150x6/1/C116
CMA CGM NABUCCO,2013-01-17,802897027,10,32.859,M3,921131,2012-10-26,2013-01-16,A,MDP 2440x2150x6/1/C116
MSC ESTHI,2012-12-01,802897033,10,37.65,M3,747764,2012-12-02,2012-12-01,C,TRU LI 2440x1524x15/1RA/CO45
MSC AUSTRIA,2012-12-01,802898578,1,8.679,M3,501679,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x18 S2S
MSC AUSTRIA,2012-12-01,802898578,2,40.628,M3,501893,2012-11-23,2012-11-29,C,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC AUSTRIA,2012-12-01,802898581,1,8.127,M3,501715,2012-11-23,2012-11-29,C,"Ply AC UL 2440x1220x6,5 S2S"
MSC AUSTRIA,2012-12-01,802898581,2,28.93,M3,501716,2012-11-23,2012-11-29,C,Ply AC UL 2440x1220x9 S2S
MSC AUSTRIA,2012-12-01,802898581,3,11.608,M3,501689,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x25 S2S
MSC AUSTRIA,2012-12-01,802898582,1,37.154,M3,501662,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x12 S2S
MSC AUSTRIA,2012-12-01,802898582,2,11.572,M3,501716,2012-11-23,2012-11-29,C,Ply AC UL 2440x1220x9 S2S
NYK LYRA,2012-12-01,802898975,1,10.836,M3,501715,2012-11-23,2012-11-29,C,"Ply AC UL 2440x1220x6,5 S2S"
NYK LYRA,2012-12-01,802898975,2,23.216,M3,501893,2012-11-23,2012-11-29,C,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
NYK LYRA,2012-12-01,802898975,3,11.608,M3,501890,2012-11-23,2012-11-29,C,"Ply BC Deco EXT 2440x1220x15 TMP-4"" R"
CSAV RECIFE,2012-12-03,802898983,1,20.006,M3,501662,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x12 S2S
CSAV RECIFE,2012-12-03,802898983,2,10.836,M3,501715,2012-11-23,2012-11-29,C,"Ply AC UL 2440x1220x6,5 S2S"
CSAV RECIFE,2012-12-03,802898983,3,8.679,M3,501716,2012-11-23,2012-11-29,C,Ply AC UL 2440x1220x9 S2S
MSC AUSTRIA,2012-12-01,802898996,1,14.29,M3,501662,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x12 S2S
MSC AUSTRIA,2012-12-01,802898996,2,5.804,M3,501670,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x15 S2S
MSC AUSTRIA,2012-12-01,802898996,3,2.893,M3,501679,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x18 S2S
MSC AUSTRIA,2012-12-01,802898996,4,10.836,M3,501715,2012-11-23,2012-11-29,C,"Ply AC UL 2440x1220x6,5 S2S"
MSC AUSTRIA,2012-12-01,802898996,5,11.572,M3,501716,2012-11-23,2012-11-29,C,Ply AC UL 2440x1220x9 S2S
HANSA ATLANTIC,2012-12-08,802899028,1,96.016,M3,690048,2012-11-23,2012-11-29,C,"Ply AC UL 2440x1220x6,5 S2S bar ch 1F"
MSC CANDICE,2012-12-06,802901505,10,22.392,M3,502102,2012-11-30,2012-12-06,C,Ply BC WBP 2400x1200x9 S2S
MSC CANDICE,2012-12-06,802901505,20,22.464,M3,502088,2012-11-30,2012-12-06,C,Ply BC WBP 2400x1200x25 S2S
MSC AUSTRIA,2012-12-01,802902069,1,28.93,M3,501716,2012-11-23,2012-11-29,C,Ply AC UL 2440x1220x9 S2S
MSC AUSTRIA,2012-12-01,802902069,2,17.358,M3,501914,2012-11-23,2012-11-29,C,"Ply BC Deco EXT 2440x1220x9 WG-2"" Ex"
MSC AUSTRIA,2012-12-01,802902070,1,8.574,M3,501662,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x12 S2S
MSC AUSTRIA,2012-12-01,802902070,2,8.679,M3,501679,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x18 S2S
MSC AUSTRIA,2012-12-01,802902070,2,8.679,M3,501679,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x18 S2S
MSC AUSTRIA,2012-12-01,802902070,2,8.679,M3,501679,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x18 S2S
MSC AUSTRIA,2012-12-01,802902070,3,28.93,M3,501716,2012-11-23,2012-11-29,C,Ply AC UL 2440x1220x9 S2S
MSC AUSTRIA,2012-12-01,802902072,1,10.836,M3,501715,2012-11-23,2012-11-29,C,"Ply AC UL 2440x1220x6,5 S2S"
MSC AUSTRIA,2012-12-01,802902072,2,8.679,M3,501716,2012-11-23,2012-11-29,C,Ply AC UL 2440x1220x9 S2S
MSC AUSTRIA,2012-12-01,802902072,3,11.572,M3,501793,2012-11-23,2012-11-29,C,"Ply AnC EXT 2440x1220x9 WG-2"""
MSC AUSTRIA,2012-12-01,802902072,4,17.358,M3,501914,2012-11-23,2012-11-29,C,"Ply BC Deco EXT 2440x1220x9 WG-2"" Ex"
MSC AUSTRIA,2012-12-01,802902073,1,17.148,M3,501662,2012-11-23,2012-11-29,C,Ply AC EXT 2440x1220x12 S2S
MSC AUSTRIA,2012-12-01,802902073,2,31.823,M3,501716,2012-11-23,2012-11-29,C,Ply AC UL 2440x1220x9 S2S
HANSA ATLANTIC,2012-12-08,802902088,1,18.91,M3,883137,2012-10-20,2012-12-04,C,TRU UL CARB II 3050x1245x12/1RA/CO83
HANSA ATLANTIC,2012-12-08,802902088,2,18.605,M3,803822,2012-10-20,2012-12-04,C,TRU UL CARB II 3050x1220x25/1RA/CO40
MSC GENEVA,2013-01-07,802902348,1,8.679,M3,501679,2012-11-23,2013-01-07,C,Ply AC EXT 2440x1220x18 S2S
MSC GENEVA,2013-01-07,802902348,2,11.572,M3,501793,2012-11-23,2013-01-07,C,"Ply AnC EXT 2440x1220x9 WG-2"""
MSC GENEVA,2013-01-07,802902348,3,29.02,M3,501893,2012-11-23,2013-01-07,C,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC GENEVA,2013-01-07,802902348,3,29.02,M3,501893,2012-11-23,2013-01-07,C,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC PILAR,2012-12-11,802902353,1,21.672,M3,501715,2012-11-23,2012-12-13,C,"Ply AC UL 2440x1220x6,5 S2S"
MSC PILAR,2012-12-11,802902353,2,26.118,M3,501689,2012-11-23,2012-12-13,C,Ply AC EXT 2440x1220x25 S2S
MSC PILAR,2012-12-11,802902353,2,26.118,M3,501689,2012-11-23,2012-12-13,C,Ply AC EXT 2440x1220x25 S2S
MSC AUSTRIA,2012-12-01,802902355,1,49.181,M3,501716,2012-11-23,2012-11-29,C,Ply AC UL 2440x1220x9 S2S
MSC PILAR,2012-12-11,802902356,1,49.181,M3,501716,2012-11-23,2012-12-13,C,Ply AC UL 2440x1220x9 S2S
HANJIN GOTHENBURG,2012-12-03,802903636,10,18.942,M3,921135,2012-11-20,2012-11-29,C,MDP 2500x1830x15/1/C46
HANJIN GOTHENBURG,2012-12-03,802903636,20,18.774,M3,921137,2012-11-20,2012-11-29,C,MDP 2500x1830x18/1/C38
CSAV RECIFE,2012-12-03,802903644,10,6.314,M3,921135,2012-11-20,2012-11-28,C,MDP 2500x1830x15/1/C46
CSAV RECIFE,2012-12-03,802903644,20,31.29,M3,921137,2012-11-20,2012-11-28,C,MDP 2500x1830x18/1/C38
CSAV RIO DE JANEIRO,2012-12-07,802903649,10,18.444,M3,921139,2012-11-20,2012-12-09,C,MDP 2500x1830x24/1/C28
CSAV RIO DE JANEIRO,2012-12-07,802903649,20,19.272,M3,982032,2012-11-20,2012-12-09,C,MDP 2500x1830x9/1/C78
MSC AUSTRIA,2012-12-01,802903654,10,19.104,M3,921133,2012-11-20,2012-11-26,C,MDP 2500x1830x12/1/C58
MSC AUSTRIA,2012-12-01,802903654,20,18.774,M3,921137,2012-11-20,2012-11-26,C,MDP 2500x1830x18/1/C38
MSC AUSTRIA,2012-12-01,802904129,1,312.032,M3,690050,2012-12-08,2012-11-28,C,Ply AC EXT 2440x1220x12 S2S bar ch 3F
MSC ESTHI,2012-12-01,802905847,10,38.907,M3,799188,2012-11-02,2012-11-20,C,TRU LI E1 2440x820x9/1RA/CO80
MSC ESTHI,2012-12-01,802905847,20,65.34,M3,982055,2012-11-02,2012-11-20,C,TRU LI E1 2460x820x9/1RA/CO80
MSC LISA,2012-12-29,802906380,10,43.136,M3,764434,2012-11-08,2012-12-27,C,Ply CpD WBP 2400x1200x18 S2S F8 FV ch
MSC LISA,2012-12-29,802906380,10,43.136,M3,764434,2012-11-08,2012-12-27,C,Ply CpD WBP 2400x1200x18 S2S F8 FV ch
CSAV RECIFE,2012-12-03,802906421,10,12.132,M3,764439,2012-11-08,2012-11-22,C,Ply CpD WBP 2400x1200x12 S2S F8 FV ch
CSAV RECIFE,2012-12-03,802906421,20,9.436,M3,764434,2012-11-08,2012-11-22,C,Ply CpD WBP 2400x1200x18 S2S F8 FV ch
CSAV RECIFE,2012-12-03,802906423,10,20.22,M3,764434,2012-11-08,2012-11-22,C,Ply CpD WBP 2400x1200x18 S2S F8 FV ch
CSAV RECIFE,2012-12-03,802906423,20,2.799,M3,502076,2012-11-08,2012-11-22,C,Ply BC WBP 2400x1200x18 S2S
CSAV RECIFE,2012-12-03,802907149,10,46.288,M3,501696,2012-11-29,2012-12-05,C,Ply AC EXT 2440x1220x9 S2S
MSC BREMEN,2012-12-14,802907153,10,44.928,M3,502789,2012-11-29,2012-12-13,C,Ply CpC WBP 2400x1200x15 S2S T&G-M
MSC BREMEN,2012-12-14,802907154,10,44.928,M3,502789,2012-11-29,2012-12-13,C,Ply CpC WBP 2400x1200x15 S2S T&G-M
MSC BREMEN,2012-12-14,802907155,10,44.784,M3,502791,2012-11-29,2012-12-13,C,Ply CpC WBP 2400x1200x18 S2S T&G-M
MSC BREMEN,2012-12-14,802907156,10,44.784,M3,502791,2012-11-29,2012-12-13,C,Ply CpC WBP 2400x1200x18 S2S T&G-M
MSC BREMEN,2012-12-14,802907157,10,44.928,M3,502789,2012-11-29,2012-12-13,C,Ply CpC WBP 2400x1200x15 S2S T&G-M
MSC BREMEN,2012-12-14,802907158,10,44.24,M3,502788,2012-11-29,2012-12-13,C,Ply CpC WBP 2400x1200x12 S2S T&G
CSAV RECIFE,2012-12-03,802907575,10,44.24,M3,903676,2012-11-30,2012-11-29,C,Ply CpC WBP 2400x1200x12 S2S P30 EAN
CMA CGM DON GIOVANNI,2013-01-31,802907856,10,38.532,M3,921796,2012-11-15,2013-02-01,A,MNA P 064-CED NA FF 2440x2150x18/1/C34
CMA CGM DON GIOVANNI,2013-01-31,802907857,10,38.532,M3,921796,2012-11-15,2013-02-01,A,MNA P 064-CED NA FF 2440x2150x18/1/C34
CMA CGM NABUCCO,2013-01-17,802907861,40,6.422,M3,921757,2012-11-15,2013-01-14,A,MNA P 108-GRI HU FF 2440x2150x18/1/C34
CMA CGM NABUCCO,2013-01-17,802907861,50,16.055,M3,986956,2012-11-15,2013-01-14,A,MNA P 074-TAB FF 2440x2150x18/1/C34
CMA CGM NABUCCO,2013-01-17,802907861,60,16.055,M3,921796,2012-11-15,2013-01-14,A,MNA P 064-CED NA FF 2440x2150x18/1/C34
MSC MADELEINE,2013-02-07,802907864,30,38.532,M3,921764,2012-11-15,2013-02-06,A,MNA P 180-ALM FF 2440x2150x18/1/C34
MSC CANDICE,2012-12-06,802907867,10,35.321,M3,970150,2012-11-29,2012-12-05,C,MNA P 068-CER NA FF 2440x2150x18/1/C34
MSC PAMELA,2012-12-28,802907869,10,38.532,M3,970147,2012-11-09,2012-12-16,C,MNA P 076-MAP VA FF 2440x2150x18/1/C34
MSC CANDICE,2012-12-06,802907887,10,35.88,M3,917328,2012-11-29,2012-12-08,C,MNA P 135-BCO FF 2440x2150x18/1/C38
MSC CANDICE,2012-12-06,802907887,10,35.88,M3,917328,2012-11-29,2012-12-08,C,MNA P 135-BCO FF 2440x2150x18/1/C38
MSC CANDICE,2012-12-06,802907890,10,35.88,M3,917328,2012-11-22,2012-12-08,C,MNA P 135-BCO FF 2440x2150x18/1/C38
MSC CANDICE,2012-12-06,802907890,10,35.88,M3,917328,2012-11-22,2012-12-08,C,MNA P 135-BCO FF 2440x2150x18/1/C38
MSC ESTHI,2012-12-01,802907892,10,35.321,M3,921764,2012-11-22,2012-11-28,C,MNA P 180-ALM FF 2440x2150x18/1/C34
MSC ESTHI,2012-12-01,802907894,10,35.321,M3,921764,2012-11-22,2012-11-28,C,MNA P 180-ALM FF 2440x2150x18/1/C34
MSC ESTHI,2012-12-01,802907897,10,35.321,M3,921764,2012-11-22,2012-11-28,C,MNA P 180-ALM FF 2440x2150x18/1/C34
MSC MADELEINE,2013-02-07,802907899,10,35.321,M3,921777,2012-11-22,2013-02-06,A,MNA P 303-NEG FF 2440x2150x18/1/C34
MSC MADELEINE,2013-02-07,802907899,10,35.321,M3,921777,2012-11-22,2013-02-06,A,MNA P 303-NEG FF 2440x2150x18/1/C34
MSC MADELEINE,2013-02-07,802907899,20,3.211,M3,921764,2012-11-22,2013-02-06,A,MNA P 180-ALM FF 2440x2150x18/1/C34
CMA CGM DON GIOVANNI,2013-01-31,802907903,10,16.055,M3,921785,2012-11-22,2013-02-01,A,MNA P 031-RDK-WEN FF 2440x2150x18/1/C34
CMA CGM DON GIOVANNI,2013-01-31,802907903,20,12.844,M3,921792,2012-11-22,2013-02-01,A,MNA P 063-HAY FF 2440x2150x18/1/C34
CMA CGM DON GIOVANNI,2013-01-31,802907903,30,9.633,M3,921796,2012-11-22,2013-02-01,A,MNA P 064-CED NA FF 2440x2150x18/1/C34
MSC MARIA ELENA,2012-12-14,802907905,10,22.477,M3,970150,2012-11-22,2012-12-15,C,MNA P 068-CER NA FF 2440x2150x18/1/C34
